,Acousticness,Album,Artist,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,TimeSignature,Valence
76,3.64e-05,Black and White America,Lenny Kravitz,0.555,203867,0.784,False,0.000572,0.218,-5.864,1,In the Black,27,0.0267,123.504,4,0.608
106,0.0736,It Is Time For A Love Revolution,Lenny Kravitz,0.677,259187,0.452,False,0.0065,0.0969,-6.468,1,I'll Be Waiting,56,0.0332,72.78,4,0.595
136,0.0239,Let Love Rule,Lenny Kravitz,0.726,199133,0.232,False,0.000943,0.177,-17.851,1,Be,30,0.0446,127.597,4,0.28
166,0.00345,Strut,Lenny Kravitz,0.529,308893,0.781,False,0.000394,0.124,-5.752,0,The Pleasure and the Pain,11,0.0441,144.77,4,0.728
20,0.393,Bridges (Deluxe),Josh Groban,0.454,292747,0.501,False,1.16e-05,0.118,-6.376,1,Bridge over Troubled Water,48,0.0332,76.987,4,0.148
50,0.796,Stages (Deluxe),Josh Groban,0.289,289453,0.356,False,0.000654,0.111,-7.866,1,"What I Did for Love (from ""A Chorus Line"")",44,0.0293,144.038,4,0.106
80,0.694,Awake (Live),Josh Groban,0.38,300640,0.393,False,4.23e-06,0.958,-7.737,1,So She Dances - Live 2008,22,0.0325,113.851,3,0.134
110,0.964,Illuminations,Josh Groban,0.136,116600,0.485,False,0.911,0.123,-8.6,1,London Hymn,25,0.035,81.195,4,0.186
7,0.359,Encore un soir (Deluxe Edition),Celine Dion,0.519,284187,0.598,False,4.85e-06,0.103,-4.754,0,Ordinaire,39,0.0328,76.001,4,0.158
37,0.217,1 fille & 4 types,Celine Dion,0.615,263627,0.702,False,0,0.187,-6.589,1,Ne bouge pas,20,0.0333,88.016,4,0.69
67,0.645,A new day - Live in Las Vegas,Celine Dion,0.254,281027,0.413,False,1.48e-06,0.979,-10.711,1,Et je t'aime encore - Live,27,0.0579,75.792,4,0.119
97,0.394,A New Day...Live In Las Vegas,Celine Dion,0.275,209773,0.472,False,7.97e-06,0.919,-8.567,1,At Last - Live,0,0.0661,177.633,3,0.323
127,0.609,Celine Dion,Celine Dion,0.374,213867,0.278,False,0,0.124,-12.766,1,I Love You Goodbye,47,0.0361,126.234,4,0.153
157,0.498,Céline... Une seule fois / Live 2013,Celine Dion,0.514,170053,0.65,False,3.97e-06,0.967,-5.546,1,"Tout l'or des hommes (Live at Bercy, 2013)",30,0.031,117.903,4,0.0793
187,0.572,Des mots qui sonnent,Celine Dion,0.309,219960,0.226,False,5.87e-05,0.0756,-18.266,1,Le monde est stone,28,0.0569,85.442,5,0.228
217,0.188,Falling into You,Celine Dion,0.587,220893,0.459,False,0,0.35,-8.783,0,(You Make Me Feel Like) A Natural Woman,51,0.0307,104.744,3,0.139
247,0.468,Incognito,Celine Dion,0.595,259533,0.562,False,1.68e-05,0.129,-13.258,1,Délivre-Moi,21,0.03,133.876,4,0.515
277,0.732,Let's Talk About Love,Celine Dion,0.428,280000,0.276,False,5.33e-06,0.117,-11.729,1,"My Heart Will Go On - Love Theme from ""Titanic""",19,0.0312,99.195,1,0.0382
307,0.599,Loved Me Back to Life,Celine Dion,0.751,268067,0.481,False,0,0.077,-8.244,1,At Seventeen,2,0.0378,114.059,4,0.342
337,0.302,One Heart,Celine Dion,0.707,245840,0.62,False,0,0.0974,-4.221,1,Forget Me Not,27,0.108,81.52,4,0.409
367,0.362,Sans attendre,Celine Dion,0.672,184347,0.753,False,0,0.372,-4.238,0,Les jours comme ça,26,0.0321,122.986,4,0.517
397,0.74,The Colour Of My Love,Celine Dion,0.267,298227,0.502,False,7.81e-06,0.105,-9.27,0,Just Walk Away - Bonus Track,42,0.043,145.503,4,0.117
427,0.204,Unison,Celine Dion,0.655,233533,0.664,False,0,0.308,-10.214,1,If Love Is Out of the Question,0,0.0268,113.52,4,0.634
21,0.0584,What's Really (Deluxe Edition),Baby Bash,0.82,209560,0.703,True,0,0.102,-5.696,1,Freak Of Nature,1,0.197,95.008,4,0.458
51,0.379,Don't Panic It's Organic,Baby Bash,0.726,256013,0.885,True,0,0.235,-6.55,0,Beat the Brakes,20,0.166,119.907,4,0.674
81,0.0271,Get Wiggy,Baby Bash,0.777,219960,0.724,True,0,0.156,-3.712,1,"Smash On (feat. Jay Tee, Ernski, Young Dru)",1,0.422,176.07,4,0.712
111,0.000307,Menudo Mix,Baby Bash,0.765,116400,0.788,True,3.42e-06,0.43,-5.205,1,In Demand,1,0.134,98.996,4,0.292
141,0.395,Playamade Mexicanz,Baby Bash,0.0,13889,0.566,True,0,0.662,-17.143,1,Playa Made Mexicanz,0,0.0,0.0,0,0.0
171,0.103,Playamade Mexicanz (Chopped Not Slopped),Baby Bash,0.621,392947,0.638,True,0.0784,0.653,-10.67,1,CA Life - Chopped Not Slopped,3,0.369,134.204,4,0.18
201,0.0165,Ronnie Rey All Day,Baby Bash,0.797,294387,0.604,True,0,0.292,-7.027,0,We Don't Talk,12,0.0501,127.979,4,0.714
231,0.398,Screwed & Chopped,Baby Bash,0.786,291067,0.638,True,0.016,0.236,-5.431,1,Early In Da Morning - Screwed & Chopped,1,0.182,142.101,4,0.651
261,0.00219,Super Saucy,Baby Bash,0.636,261787,0.8,False,0,0.305,-6.651,1,Keep It 100,3,0.054,141.075,4,0.511
291,0.00927,"The Legalizers, Vol. 2: Indoor Grow",Baby Bash,0.712,245360,0.73,True,0.000277,0.288,-5.909,0,Who Wanna Blaze (feat. Snow Tha Product),27,0.14,139.168,4,0.34
321,0.417,Ultimate Cartel,Baby Bash,0.774,218707,0.897,True,0,0.307,-5.112,0,Cuidado,4,0.316,151.944,4,0.675
351,0.339,Velvetism,Baby Bash,0.855,221440,0.611,True,4.43e-06,0.0684,-7.971,1,Hustler Fo' Sho',7,0.0341,91.97,4,0.915
21,0.371,Abraxas,Santana,0.467,250507,0.662,False,0.000541,0.187,-9.753,1,Hope You're Feeling Better,43,0.0378,93.877,4,0.531
51,0.6,All That I Am... Live From New York,Santana,0.65,345987,0.899,False,0.015,0.98,-4.754,1,Foo Foo - Live From NY,12,0.0486,126.166,4,0.788
81,0.702,Borboletta,Santana,0.354,271640,0.517,False,0.0866,0.0644,-12.234,1,Practice What You Preach,22,0.0474,123.812,4,0.152
111,0.0645,Corazón - Live From Mexico: Live It To Believe It,Santana,0.395,286560,0.962,False,0.0,0.951,-4.755,0,Saideira - Live,24,0.131,153.451,4,0.526
141,0.187,Dance Of The Rainbow Serpent,Santana,0.568,350240,0.361,False,0.725,0.108,-16.381,0,Mudbone,7,0.0462,121.175,4,0.549
171,0.445,Inner Secrets,Santana,0.699,285560,0.298,False,0.00775,0.084,-18.447,1,Stormy,33,0.0403,115.599,4,0.715
201,0.228,Marathon,Santana,0.556,229267,0.747,False,0.000257,0.438,-10.911,0,Stay (Beside Me),22,0.0313,119.577,4,0.919
231,0.0833,Power Of Peace,Santana,0.713,206520,0.672,False,0.206,0.468,-9.871,0,Are You Ready,31,0.0524,122.992,4,0.626
261,0.399,Santana,Santana,0.636,260907,0.49,False,0.617,0.174,-14.493,0,Jingo,38,0.0501,124.809,4,0.568
291,0.0101,Santana IV,Santana,0.656,329960,0.813,False,0.0588,0.0936,-6.333,0,Freedom In Your Mind (Feat. Ronald Isley),16,0.0322,132.998,4,0.885
321,0.603,Santana Jammin',Santana,0.295,312027,0.772,False,0.835,0.0798,-12.705,0,Persuasion,14,0.0663,116.351,4,0.609
351,0.0881,Shaman,Santana,0.638,282867,0.949,False,0.0274,0.105,-4.394,0,Aye Aye Aye,28,0.0489,119.936,4,0.79
381,0.496,Spirits Dancing In The Flesh,Santana,0.495,443440,0.713,False,0.0127,0.0975,-11.618,0,Let There Be Light / Spirits Dancing in the Flesh,15,0.0742,139.983,4,0.315
411,0.0334,Zebop!,Santana,0.407,234973,0.647,False,0.0164,0.116,-13.96,1,Searchin',22,0.0393,123.997,4,0.763
21,0.0095,Insomniatic,Aly,0.528,169973,0.708,False,4.48e-05,0.136,-4.112,1,Closure,18,0.0382,119.965,4,0.149
51,0.835,Into The Rush + Planet Premiere Interview,Aly,0.622,89000,0.686,False,0.0,0.508,-8.876,0,Aly & AJ Planet Premiere Interview 04,0,0.454,96.128,4,0.878
7,0.167,Fables Of The Reconstruction (Deluxe Edition),R.E.M.,0.418,197695,0.876,False,0.764,0.301,-4.16,1,Kohoutek - Remastered,22,0.0399,125.604,4,0.838
37,0.0289,Life's Rich Pageant (Deluxe Edition),R.E.M.,0.495,169627,0.865,False,1.44e-05,0.691,-5.148,1,Fall On Me - Athens Demo,20,0.0306,116.346,4,0.839
67,0.00185,Murmur - Deluxe Edition,R.E.M.,0.47,201600,0.91,False,0.00692,0.329,-6.972,1,West Of The Fields,17,0.0768,155.786,4,0.615
97,0.00262,Reckoning - Deluxe Edition,R.E.M.,0.273,167827,0.99,False,0.149,0.877,-5.641,0,9-9 - Live,0,0.44,167.121,4,0.348
127,0.166,Around The Sun,R.E.M.,0.53,183800,0.678,False,1.85e-05,0.131,-5.766,1,Wanderlust,28,0.0316,123.789,4,0.514
157,0.572,Collapse Into Now,R.E.M.,0.173,345880,0.705,False,0.499,0.227,-7.317,0,Blue,26,0.0501,129.394,4,0.0751
187,0.000485,Live At The Olympia,R.E.M.,0.328,178493,0.966,False,0.000254,0.959,-4.203,1,Second Guessing - Live,20,0.0477,169.925,4,0.659
217,0.0158,Live At The Olympia,R.E.M.,0.399,256600,0.901,False,0.00714,0.972,-4.331,1,Harborcoat - Live,18,0.0472,80.12,4,0.509
247,0.379,Murmur,R.E.M.,0.692,181280,0.699,False,0.0249,0.105,-8.903,1,We Walk,23,0.0341,104.67,4,0.596
277,0.151,New Adventures In Hi-Fi,R.E.M.,0.356,212027,0.702,False,0.0385,0.0991,-7.898,1,Low Desert,28,0.0314,83.398,4,0.469
307,0.534,R.E.M. At The BBC (Live),R.E.M.,0.563,284253,0.814,False,0.00352,0.719,-10.897,0,Losing My Religion - Live From John Peel Public Session On BBC Radio 1 / 1998,30,0.0374,124.029,4,0.72
337,0.205,R.E.M. At The BBC (Live),R.E.M.,0.436,282320,0.868,False,0.735,0.957,-10.167,1,"Crush With Eyeliner - Live From The National Bowl, Milton Keynes / 1995",24,0.0376,106.448,4,0.434
367,0.000961,Reckoning,R.E.M.,0.36,171733,0.869,False,0.000687,0.363,-11.655,1,Second Guessing,8,0.0446,170.662,4,0.876
397,0.869,Up,R.E.M.,0.372,306400,0.414,False,3.35e-05,0.191,-9.797,1,Falls To Climb,27,0.0285,87.045,4,0.306
29,0.106,Hail To the Thief,Radiohead,0.44,212027,0.609,False,0.11,0.382,-13.37,0,The Gloaming,46,0.278,133.243,4,0.115
59,0.00403,In Rainbows (Disk 2),Radiohead,0.459,257170,0.617,True,0.573,0.633,-7.567,0,Up On The Ladder,52,0.0285,91.469,4,0.133
89,8.69e-05,OK Computer OKNOTOK 1997 2017,Radiohead,0.364,299280,0.752,False,0.361,0.093,-7.125,1,Let Down - Remastered,51,0.0312,102.754,4,0.122
119,0.000465,Pablo Honey,Radiohead,0.284,282067,0.719,False,0.382,0.24,-10.739,0,Blow Out,45,0.0506,141.539,4,0.289
149,0.464,TKOL RMX 1234567,Radiohead,0.441,274373,0.575,False,0.00509,0.387,-10.58,0,Codex (Illum Sphere),32,0.0332,72.52,1,0.0678
20,0.291,Guilty Conscience,J. Holiday,0.456,211880,0.585,False,0,0.22,-7.08,0,After We,4,0.187,136.725,4,0.241
7,6.46e-05,Autobiography,Ashlee Simpson,0.585,200600,0.909,False,0.004,0.0633,-3.536,1,Surrender,7,0.0711,138.004,4,0.717
37,0.0106,Bittersweet World (ALT BP Version),Ashlee Simpson,0.867,193347,0.705,False,7.37e-05,0.0723,-5.296,0,Hot Stuff,15,0.115,126.993,4,0.73
9,0.00464,All The Stars and Boulevards,Augustana,0.393,225680,0.536,False,0.00369,0.295,-4.944,1,California's Burning,10,0.0309,78.032,4,0.143
39,0.854,Life Imitating Life,Augustana,0.622,254492,0.555,False,6.47e-05,0.095,-8.703,1,Fit Together,20,0.0278,118.01,4,0.361
23,0.00122,Bowen Home Carlos,Shawty Lo,0.677,205587,0.494,True,0.0,0.111,-9.432,1,Go,4,0.0459,160.009,4,0.324
53,0.000668,Rico,Shawty Lo,0.808,229488,0.551,True,0.0,0.139,-7.72,1,Cookin' (feat. Yung Ralph),15,0.0667,116.981,4,0.171
22,0.442,Sweet And Wild (Deluxe Edition),Jewel,0.618,179147,0.708,False,0,0.189,-4.249,1,Stay Here Forever,32,0.0283,87.96,4,0.578
52,0.000419,0304,Jewel,0.75,344133,0.97,False,0.403,0.461,-5.207,1,Intuition - Todd Terry In-House Mix,9,0.0413,124.98,4,0.553
82,0.893,Lullaby,Jewel,0.553,166000,0.0565,False,0.000211,0.117,-19.416,0,All the Animals,41,0.0321,107.957,4,0.121
112,0.793,Picking Up The Pieces,Jewel,0.537,214293,0.202,False,0,0.11,-11.96,1,Family Tree,27,0.0407,163.877,4,0.565
142,0.485,Spirit,Jewel,0.579,248907,0.459,False,2.09e-05,0.195,-9.991,1,Innocence Maintained,26,0.0265,99.15,4,0.133
172,0.155,This Way,Jewel,0.476,286027,0.494,False,0,0.184,-7.664,1,Till We Run Out Of Road,22,0.0293,146.021,4,0.344
21,0.172,A Fine Mess (Deluxe),Kate Voegele,0.623,268947,0.667,False,0.00017,0.16,-3.854,0,Talkin' Smooth,0,0.0278,124.0,4,0.265
51,0.395,Gravity Happens (Deluxe Edition),Kate Voegele,0.596,277307,0.492,False,4.36e-05,0.125,-6.294,1,Sandcastles,4,0.0275,135.831,4,0.447
81,0.724,Live in London,Kate Voegele,0.591,245880,0.481,False,0.0,0.961,-7.099,0,No Good (Live),9,0.0314,114.293,4,0.772
27,0.00245,Finger Eleven,Finger Eleven,0.557,171493,0.935,False,0.0,0.391,-5.308,0,Other Light,31,0.092,91.461,3,0.66
57,1.37e-05,The Greyest Of Blue Skies,Finger Eleven,0.374,224067,0.968,False,1.44e-06,0.147,-5.15,0,Suffocate,26,0.307,168.053,4,0.308
14,1e-05,Vol. 4: Songs In The Key Of Love & Hate (Deluxe Version),Puddle Of Mudd,0.387,267813,0.906,False,1.91e-05,0.266,-4.018,1,Living In A Dream - iTunes Bonus Track,0,0.0695,142.675,4,0.388
44,0.000108,Come Clean,Puddle Of Mudd,0.458,238800,0.963,False,7.26e-06,0.142,-4.649,0,Never Change,35,0.0889,133.044,4,0.358
74,0.0108,Re (Disc) Overed,Puddle Of Mudd,0.492,306200,0.732,False,5.05e-05,0.115,-5.557,1,Old Man,34,0.027,140.048,4,0.449
104,0.00221,Re:(disc)overed,Puddle Of Mudd,0.564,216573,0.953,False,1.46e-06,0.109,-4.377,1,Everybody Wants You,25,0.0498,135.013,4,0.854
13,0.365,The Love & War MasterPeace - Deluxe Version,Raheem DeVaughn,0.799,122400,0.717,False,4.31e-06,0.447,-8.622,0,Dr. Cornel West P.S.A.,6,0.257,150.059,4,0.732
43,0.261,Decade Of A Love King,Raheem DeVaughn,0.654,242956,0.593,False,0,0.159,-7.871,1,What It Feels Like,0,0.0365,87.985,4,0.311
73,0.5,Love Behind The Melody,Raheem DeVaughn,0.751,267600,0.48,False,0,0.298,-5.784,0,Woman,12,0.22,87.016,4,0.632
103,0.41,Love Sex Passion,Raheem DeVaughn,0.767,263718,0.44,False,0,0.176,-6.115,0,Sun Proof Room (50 Shades),21,0.041,111.044,4,0.353
133,0.0335,The Love Experience,Raheem DeVaughn,0.734,305440,0.597,False,0.000228,0.0987,-6.588,1,Who - includes SKIT 1 (Position),5,0.031,98.024,4,0.617
1,0.552,Older,Yael Naim,0.629,204813,0.891,False,0.000132,0.365,-5.942,1,Make a Child,6,0.0392,139.989,4,0.535
31,0.623,She Was a Boy,Yael Naim,0.671,254827,0.357,False,0.188,0.125,-9.156,1,Man of Another Woman,11,0.0285,124.945,4,0.311
61,0.889,Yael Naïm,Yael Naim,0.427,180427,0.114,False,0.0371,0.118,-14.147,1,Endless Song of Happiness,24,0.0325,81.933,4,0.0392
29,0.103,American Child,Phil Vassar,0.546,213133,0.531,False,0,0.219,-7.5,1,This Is God,33,0.0281,82.364,4,0.395
59,0.229,Noel,Phil Vassar,0.376,232427,0.539,False,0,0.0848,-6.799,0,Lets Make A Little Christmas Tonight,3,0.0315,179.721,3,0.411
89,0.19,Prayer of a Common Man,Phil Vassar,0.475,220440,0.875,False,0,0.0865,-4.105,1,I Would,3,0.0411,173.043,4,0.739
119,0.193,The Hits Live On Broadway,Phil Vassar,0.254,191360,0.721,False,0,0.817,-5.331,1,American Child,14,0.0458,177.056,3,0.288
7,0.00173,Codes and Keys (Deluxe),Death Cab For Cutie,0.557,172573,0.891,False,0.202,0.316,-7.894,1,Portable Television,26,0.0324,109.978,4,0.603
37,0.565,Plans,Death Cab For Cutie,0.361,252560,0.47,False,0.000396,0.0728,-9.765,1,Marching Bands of Manhattan,45,0.0324,200.273,4,0.431
67,0.166,Thank You for Today,Death Cab For Cutie,0.557,229160,0.75,False,0.91,0.121,-8.516,1,You Moved Away,45,0.0387,125.13,4,0.372
97,0.0354,Transatlanticism Demos,Death Cab For Cutie,0.604,372960,0.39,False,0.317,0.11,-8.47,1,Transatlanticism (Demo),26,0.0377,120.204,4,0.552
127,0.62,You Can Play These Songs With Chords,Death Cab For Cutie,0.385,251973,0.626,False,0.00474,0.148,-8.521,1,Prove My Hypotheses,24,0.0323,108.026,3,0.308
27,0.00645,Death Before Dishonor,2 Pistols,0.667,277507,0.758,True,0,0.313,-6.742,1,Lookin Down on Em,7,0.255,155.984,4,0.485
12,0.342,Ashanti,Ashanti,0.587,255187,0.412,True,0,0.427,-10.414,1,Dreams,1,0.034,92.497,4,0.191
42,0.395,Chapter II,Ashanti,0.709,209120,0.795,False,0,0.158,-3.027,0,Rock Wit U (Awww Baby),25,0.0569,95.002,4,0.86
72,0.169,Come 2 Me,Ashanti,0.801,232640,0.568,False,3.71e-06,0.114,-6.45,1,Come 2 Me,18,0.031,95.995,4,0.633
102,0.0602,Real Don,Ashanti,0.775,195501,0.323,False,0,0.0941,-19.499,1,Particular Woman,8,0.32,85.05,4,0.905
132,0.514,The Vault,Ashanti,0.78,215267,0.605,False,0,0.258,-6.161,1,Girls in the Movies,3,0.0508,125.996,4,0.565
13,0.0368,Shake What God Gave Ya,James Otto,0.671,217160,0.748,False,6.59e-05,0.307,-4.978,1,Groovy Little Summer Song,11,0.0232,97.679,4,0.756
6,0.3,Julianne Hough,Julianne Hough,0.602,197987,0.889,False,0,0.156,-3.739,1,About Life,6,0.0597,102.051,4,0.583
9,0.0394,Between The Stars,Flyleaf,0.569,232433,0.64,False,1.89e-05,0.128,-9.638,1,City Kids,35,0.0382,96.987,4,0.0964
39,0.0821,Memento Mori,Flyleaf,0.449,243840,0.845,False,0.00357,0.11,-6.094,1,Bitter Sweet - Pre-Order Bonus,2,0.0513,158.013,3,0.243
69,4.65e-05,New Horizons,Flyleaf,0.446,163080,0.995,False,0,0.307,-3.02,1,Green Heart,32,0.104,123.046,3,0.255
21,0.0475,Redemption,Josh Gracin,0.357,217947,0.959,False,0,0.267,-3.436,1,Different Kind Of Crazy,17,0.253,186.169,4,0.315
2,0.127,La Evolución Romantic Style,Flex,0.788,196752,0.764,False,5.61e-06,0.337,-7.087,1,Dónde Estás,16,0.168,170.019,4,0.451
32,0.00314,Te Quiero,Flex,0.536,199110,0.598,False,0,0.319,-9.608,1,Te Quiero,59,0.0424,83.946,4,0.465
4,0.237,In This Skin (Deluxe Edition),Jessica Simpson,0.641,192187,0.781,False,0,0.33,-5.154,0,Sweetest Sin,33,0.0258,94.477,4,0.45
34,0.492,Do You Know,Jessica Simpson,0.402,279120,0.693,False,2.04e-05,0.0685,-4.276,1,You're My Sunday,0,0.0335,155.672,4,0.262
64,0.0978,Irresistible,Jessica Simpson,0.342,277440,0.739,False,0,0.145,-5.526,1,His Eye Is On The Sparrow,0,0.05,140.033,5,0.384
2,0.00238,10,New Kids On The Block,0.486,241987,0.666,False,0,0.175,-6.222,1,Take My Breath Away,4,0.0487,136.079,4,0.292
32,0.139,Hangin' Tough,New Kids On The Block,0.55,215000,0.34,False,0,0.228,-11.819,1,I Need You,35,0.0243,137.055,4,0.386
62,0.058,NKOTBSB,New Kids On The Block,0.661,250440,0.684,False,3.7e-05,0.0617,-4.828,1,Please Don't Go Girl - Single Version,34,0.0358,151.43,4,0.596
92,0.513,The Block,New Kids On The Block,0.818,224053,0.307,False,0,0.0957,-9.795,0,Click Click Click,32,0.114,100.022,4,0.609
13,0.302,Danity Kane,Danity Kane,0.615,232733,0.644,False,7e-06,0.153,-8.049,0,Stay with Me,38,0.0399,123.021,4,0.38
2,0.00581,Magnetic (Deluxe Version),Goo Goo Dolls,0.559,191507,0.842,False,0,0.245,-3.977,1,Slow It Down,38,0.0428,104.126,4,0.476
32,0.000518,A Boy Named Goo,Goo Goo Dolls,0.31,161333,0.865,False,1.52e-05,0.122,-6.655,1,Impersonality,25,0.102,168.218,4,0.574
62,0.00125,Dizzy up the Girl,Goo Goo Dolls,0.315,289533,0.715,False,7.97e-06,0.0942,-8.072,0,Iris,79,0.0362,155.925,3,0.497
92,0.00104,Hold Me Up,Goo Goo Dolls,0.439,188093,0.873,False,0,0.291,-11.241,1,Just the Way You Are,20,0.0606,92.377,4,0.473
122,0.00212,Let Love In,Goo Goo Dolls,0.486,213267,0.595,False,0.000264,0.0953,-5.009,1,Better Days,50,0.0302,113.276,4,0.331
152,0.0487,Miracle Pill,Goo Goo Dolls,0.503,197968,0.727,False,0,0.128,-3.256,1,Miracle Pill,50,0.0257,160.043,4,0.717
182,0.095,The Audience Is That Way (The Rest of the Show) [Vol. 2; Live],Goo Goo Dolls,0.549,229347,0.659,False,0,0.809,-8.711,1,Come to Me - Live,28,0.0303,90.056,4,0.292
212,0.000448,Volume 2,Goo Goo Dolls,0.253,218493,0.989,False,0.00586,0.0324,-4.369,1,Wait for the Blackout,14,0.147,164.103,4,0.325
25,0.233,Fight With Tools (Germany - Exclusive Version),Flobots,0.555,210213,0.734,False,1.24e-06,0.773,-8.162,1,Iraq,0,0.231,95.968,3,0.472
55,0.0902,The Circle In The Square,Flobots,0.55,242613,0.853,False,0.0,0.127,-5.886,0,The Circle In The Square,11,0.169,155.112,4,0.675
16,0.00114,14 Shades of Grey,Staind,0.462,303440,0.742,True,0.0161,0.102,-3.695,0,Fray,40,0.0376,146.878,4,0.293
46,0.0327,Break the Cycle,Staind,0.559,256133,0.487,False,0.0814,0.129,-9.349,1,Epiphany,45,0.0266,149.961,4,0.145
76,0.000246,Live From Mohegan Sun,Staind,0.398,266627,0.904,False,0.000904,0.706,-4.602,1,Not Again - Live From Mohegan Sun,23,0.0487,135.667,4,0.373
106,2.18e-05,The Illusion of Progress,Staind,0.291,224787,0.788,False,0.0118,0.29,-2.652,0,This Is It,17,0.0366,184.004,4,0.339
136,0.0866,The Singles,Staind,0.453,321253,0.545,False,0.0025,0.906,-6.449,1,Outside - Live at Hiro Ballroom,22,0.0289,142.907,4,0.183
28,0.1,Christmas Card,Marvin Sapp,0.455,199587,0.879,False,0.000294,0.411,-4.142,0,Feels Real Good,9,0.296,215.689,4,0.641
58,0.16,Diary Of A Psalmist,Marvin Sapp,0.557,359800,0.931,False,0,0.878,-4.265,0,You've Been So Good,14,0.274,177.749,4,0.616
88,0.449,I Believe,Marvin Sapp,0.741,329467,0.425,False,6.07e-06,0.72,-8.786,1,Yet I,3,0.0329,115.279,4,0.406
118,0.173,Marvin Sapp,Marvin Sapp,0.783,280200,0.628,False,6.74e-05,0.0418,-9.32,0,Over and Over Again,12,0.0591,143.853,4,0.93
148,0.769,You Shall Live,Marvin Sapp,0.32,292733,0.347,False,0,0.341,-9.875,1,Old Rugged Cross,24,0.0323,108.989,4,0.269
25,0.281,Body By Shwayze,Shwayze,0.822,200747,0.595,False,0,0.161,-5.372,1,Lost My Mind,0,0.0309,110.497,4,0.624
55,0.208,Live At The Hollywood Palladium,Shwayze,0.714,204907,0.942,True,0,0.907,-6.231,1,Roamin' - Live At The Hollywood Palladium,3,0.164,98.768,4,0.622
7,0.632,Joshua Radin Live from the Village (Deluxe),Joshua Radin,0.598,193867,0.391,False,0.015,0.704,-11.322,1,Closer (Live),18,0.0536,136.302,4,0.454
37,0.641,Underwater (Deluxe Version),Joshua Radin,0.538,185680,0.262,False,0.00123,0.123,-11.805,1,Five and Dime,2,0.0296,118.448,4,0.568
67,0.914,Live from the Village,Joshua Radin,0.439,207920,0.314,False,0.00266,0.121,-10.762,1,Paperweight - Live,0,0.21,198.479,3,0.622
97,0.639,Onward And Sideways,Joshua Radin,0.695,194773,0.326,False,9.31e-05,0.11,-9.398,1,Another Beginning,14,0.0315,83.99,4,0.406
127,0.0214,The Rock and The Tide,Joshua Radin,0.544,209413,0.828,False,5.02e-06,0.152,-4.865,1,Streetlight,17,0.0315,96.259,4,0.506
157,0.547,We Were Here,Joshua Radin,0.517,206200,0.246,False,0.017,0.112,-17.448,1,Today,4,0.0313,101.035,4,0.27
24,0.0449,Mississippi-The Screwed and Chopped Album,David Banner,0.686,347933,0.876,True,0,0.522,-5.42,0,Fuck 'Em - Screwed & Chopped Explicit,9,0.0917,112.367,4,0.811
54,0.238,Mississippi: The Album,David Banner,0.585,123293,0.0804,True,0,0.108,-18.261,1,Outro,10,0.271,147.103,3,0.311
84,0.518,MTA2-Baptized In Dirty Water,David Banner,0.63,93667,0.0609,True,0,0.392,-20.404,1,Baptized in Dirty Water (Interlude),4,0.832,83.13,3,0.461
114,0.145,The God Box,David Banner,0.625,257989,0.512,True,0,0.344,-7.879,0,Marry Me,22,0.0435,115.321,4,0.0669
0,0.0119,Authentic (Explicit Version),LL Cool J,0.727,253866,0.873,True,0,0.694,-5.29,0,Bath Salt,17,0.304,102.096,4,0.437
30,0.00546,Mama Said Knock You Out (Deluxe Edition),LL Cool J,0.861,286440,0.543,False,0.000694,0.0885,-8.151,0,Around The Way Girl - Untouchables Remix,13,0.0853,105.425,4,0.521
60,0.0821,Mr. Smith (Deluxe Edition),LL Cool J,0.784,277440,0.739,False,3.9e-06,0.295,-6.544,1,Ain't Nobody,44,0.19,99.909,4,0.508
90,0.000113,14 Shots To The Dome,LL Cool J,0.662,283533,0.764,False,0.0924,0.354,-12.278,1,Ain't No Stoppin' This,14,0.11,96.822,4,0.697
120,0.0699,Bigger And Deffer,LL Cool J,0.721,322733,0.278,False,0,0.089,-20.777,1,I Need Love,50,0.319,88.169,4,0.622
150,0.0653,G. O. A. T. Featuring James T. Smith: The Greatest Of All Time,LL Cool J,0.781,272893,0.815,True,0,0.0645,-3.735,0,Fuhgidabowdit,22,0.334,96.369,4,0.936
180,0.00835,Radio,LL Cool J,0.894,281627,0.61,True,0.00359,0.12,-13.028,0,That's A Lie,6,0.219,120.05,4,0.664
210,0.0487,Walking With A Panther,LL Cool J,0.91,308067,0.391,False,0,0.678,-14.348,1,Clap Your Hands,16,0.365,90.635,4,0.781
15,0.0264,(WHAT'S THE STORY) MORNING GLORY?,Oasis,0.347,287893,0.914,False,7.73e-06,0.15,-3.6,1,DON'T LOOK BACK IN ANGER,47,0.069,163.982,4,0.254
45,2.17e-05,DEFINITELY MAYBE,Oasis,0.297,289400,0.856,False,0.0688,0.145,-2.301,1,CIGARETTES & ALCOHOL,9,0.0482,114.69,4,0.505
75,5.65e-05,Familiar To Millions,Oasis,0.301,270333,0.991,False,0.156,0.99,-4.481,0,Supersonic,20,0.0635,119.332,4,0.181
105,0.00341,Familiar To Millions (Live),Oasis,0.135,392067,0.888,False,0.00759,0.978,-4.633,1,"Champagne Supernova [Live At Wembley Stadium, 2000]",26,0.0494,81.982,4,0.125
